Taxonomy	science
Theft	crime
United Kingdom	shortened
Uranus	seventh
Volapük	constructed
Vocabulary	list
Vatican City	smallest
Velocity	speed
World Wide Web	Internet
World War II	fought
Wiktionary	wiki
Microsoft Windows	operating
Wikimedia Foundation	States
Wine	alcoholic
Water	most
War	fighting
Yiddish	language
Chinese language	language
Zero	number
Zoology	science
Zinc	type
Republic of China	Asia
Mexico	country
Atlantic Ocean	say
Mercury	more
Africa	second
Butter	dairy
Cold War	place
Mainland China	part
Climate	average
Vulcanicity	endogenetic
Pacific Ocean	body
Antarctica	continent
South Pole	most
Indian Ocean	ocean
Arctic Ocean	ocean
Inuit	many
Software	short
South America	continent
Asia	largest
Coordinated Universal Time	time
Sociology	study
Germany	called
Beer	alcoholic
Eurasia	continent
The Americas	term
North Pole	northern
Plural	noun
Alexander Gode	linguist
Oceania	name
Southern Ocean	rather
Catalan language	language
Australasia	name
Pop music	shorter
Semiotics	theoretical
Nitrogen	nonmetal
Association football	sport
Scurvy	disease
Cognitive science	people
Anthropology	study
Defense	defence
Education	teaching
Theology	study
Romania	country
Argon	chemical
European Union	political
Greece	officially
Sweden	country
Albert Einstein	famous
Euro	currency
Currency	unit
Korea	nation
Switzerland	country
LOL	term
Engineering	science
Communication	spoken
Kami	spirits
Cardboard	heavy
English language	tribes
William Shakespeare	writer
Trier	city
Turkey	country
Thomm	village
Moselle River	river
Bible	collection
Rome	capital
Cologne	city
Senegal	nation
Developmental biology	study
Gravity	force
Centripetal force	force
Luxembourg	country
Baden-Württemberg	state
Vienna	capital
Peru	country
Munich	third
Berlin	capital
Hamburg	city
Emphysema	disease
Oxygen	chemical
Blood	liquid
1980s	years
North Rhine-Westphalia	state
Stuttgart	city
Schwerin	capital
Russia	country
Moscow	capital
Canton	mean
Iceland	country
Christianity	monotheistic
Saarbrücken	city
Saarlouis	city
Brandenburg	state
Slope	ground
California	state
Propaganda	information
Topology	study
Drunk driving	driving
Creative Commons	organisation
Industry	forms
Football	name
Poland	officially
England	states
Wales	state
Scotland	state
Northern Ireland	state
Scottish Football League	series
Welsh League	football
AFC Wimbledon	football
Essen	city
Gardening	growing
Nebraska	state
Laboratory techniques	techniques
Lake Michigan	five
Chess	game
Gold	metal
Orange	color
Basque Country	region
M-theory	physics
Christmas cake	heavy
London Borough	district
City of London	district
Brixton	place
Bankside	part
River Thames	river
Male	sexes
Female	organism
Camden	place
Bambuco	type
Christmas	holiday
Paper	thin
Indonesia	country
German language	deutsche
Mississippi River	longest
Missouri River	river
Watershed	geographic
Minnesota River	river
Mythology	collection
Wisconsin River	river
Alaska	states
BBC	organisation
Illinois River	river
Milk	white
Weather	what
20th century	century
Brussels	capital
Saxony	states
Internet Explorer	browser
Ulster	four
Mancala	group
Kenya	country
Swahili language	language
World Trade Center	buildings
Norway	country
Albania	country
Hungary	country
Netherlands	country
Ukraine	country
Liechtenstein	country
Portugal	country
Slovakia	country
Slovenia	country
Oldham Cricket Club	cricket
Culture	word
Waxed paper	type
Japanese tea ceremony	making
Holland	name
Power network	type
Citizenship	relationship
Buddhism	people
Sheffield	city
Photosynthesis	process
Terrorism	scaring
South Africa	country
Andorra	country
Hiroshima	name
Quantity	is
Advertising	promotion
Buddha	holy
Schizophrenia	type
Freeware	software
Yahoo!	portal
Mecca	city
South	directions
Central America	region
French language	language
Greenland	island
Unit	part
Information	something
Travel	activity
Linux	source
OpenOffice.org	free
Download	getting
GNOME	computer
Blindness	inability
Arctic	area
Summer	four
Alberta	province
Electronics	study
Fire Brigades Union	union
Percent	hundred
Writing	recording
Rock	used
Plato	classical
Combinatorial game theory	mathematical
Blue	rainbow
Murder	when
Freedom of speech	state
Banana	fruit
Biel	industrial
Swatch Internet Time	measure
Lithium	third
Beryllium	alkaline
Data compression	making
AbiWord	processor
Computer jargon	words
Cricket	sport
Badminton	sport
Iran	country
North	directions
Epiphany	browser
PlayStation	video
Medicine	science
2004	leap
Mauna Kea	dormant
Mauna Loa	active
Kilauea	active
Foolscap	lined
Sunday	seven
Para rubber tree	tree
Christmas stocking	sock
2001	year
Oral history	history
Offspring	immediate
Alliteration	when
Condensation	process
Precipitation	water
Relative humidity	at
Vitamin C	vitamin
Dye	substance
Poetry	type
Literature	collection
Imagination	with
Dental floss	thread
Rickets	disease
Bile	gall
Protoplasm	substance
Amylase	enzyme
Plaque	sticky
Das Lied der Deutschen	song
Evidence	something
Area	amount
Air space	air
Saskatoon	city
Spice	something
Flavor	quality
Hubble Space Telescope	famous
Golf	game
Spirituality	name
2002	year
2003	year
1999	year
1998	year
1997	year
1996	year
1995	year
1994	year
1993	year
1992	year
1991	year
2005	year
2006	year
2007	year
1989	year
2008	year
19th century	century
21st century	century
Ijtihad	process
Light	type
Stockholm	capital
Rain	water
2009	year
Gambling	contest
Chile	thin
Monday	second
Tax	money
Florida	state
Eric Idle	actor
2000	year
Adelaide	city
Yoshi	fictional
East	directions
Tire	part
Snow	frozen
West	directions
Galileo Galilei	astronomer
Water vapor	water
Solid	four
Evaporation	when
Kolkata	capital
Logic	science
Communism	political
Resurrection	when
Turing test	believing
Estonia	country
Cyprus	country
Latvia	country
Lithuania	country
Malta	island
Shaanxi	province
Lisbon	capital
Surfing	water
Lyon	city
Organic compound	compounds
Coal	black
Petroleum	called
Natural gas	mixture
Energy	word
Xenon	chemical
Kuala Lumpur	capital
Denial	means
Tokyo	capital
Brass	alloy
Middle East	area
Warsaw	capital
Hindu-Arabic numeral system	numeral
Qur'an	holy
Tony Blair	most
Acne	infection
Stone Age	ancient
Adolf Hitler	politician
Virgil	people
Wolfgang Amadeus Mozart	composer
Sahara Desert	north
Paris	capital
Bread	type
Shinto	native
Foolish	silly
Aristotle	philosopher
Colonization	country
Choreography	making
Vietnam War	from
Sahel	narrow
United Nations	organization
Zeami	called
Marco Polo	trader
Shingles	disease
Alexander Graham Bell	teacher
Heinrich Rudolf Hertz	physicist
1687	year
Deep house	type
Bristol	city
Greek language	language
Kami-shibai	storytelling
Murasaki Shikibu	novelist
Pepsin	kind
Ludwig van Beethoven	composer
Christopher Columbus	trader
Meat	animal
Anders Celsius	astronomer
Tuvalu	island
Java	islands
James Watt	mathematician
Michelangelo	sculptor
Leonardo da Vinci	born
Platinum	soft
Craft	word
Kim Jŏng-Il	been
Pope	head
San Andreas Fault	dextral
Metallurgy	study
Suez Canal	canal
Cessna	airplane
Clothing	item
Footwear	humans
Jazz	type
Coffee	drink
Beef	type
Silk	natural
The Beatles	highly
Reincarnation	idea
Gerhard Schröder	from
Melbourne	second
Canberra	capital
Sydney	city
World War	which
Ionizing radiation	waves
Click	onomatopoeia
Tuberculosis	infectious
American	used
Grain	seeds
Marxism	name
Translation	copy
Socialism	name
Saddam Hussein	from
Anarchism	belief
UNIX	computer
Cocoa	seed
Luke McCormick	football
Roman Catholicism	church
Blitzkrieg	word
Edinburgh	capital
Carbon	chemical
Zazaki	language
Trafalgar Square	famous
Hell	place
1-1-2	emergency
Stonehenge	site
Granite	means
Immanuel Kant	philosopher
Homer	name
Eurozone	countries
Martin Luther	monk
Noh	drama
Manga	read
Spree	river
Liberalism	thinking
Mandrake	name
Debian	distribution
GNU	name
Serbia	country
Cancer	disorders
Photography	making
Mysticism	belief
Ontario	province
Manitoba	province
Saskatchewan	province
Niccolò Machiavelli	political
Michigan	largest
Fullerenes	soccer
Saxe-Weimar	duchy
Oldham	town
South Korea	country
Lance Armstrong	bicycle
Three Peaks Challenge	challenge
Pennsylvania	states
Philippines	country
Fort Ouiatenon	fortified
Chennai	capital
Mumbai	natural
Bangalore	capital
Adam Smith	economist
Isaac Newton	physicist
Johann Wolfgang von Goethe	greatest
Pythagoras	mathematician
Socrates	philosopher
Virginia Woolf	writer
March 28	year
Jane Austen	author
Charlotte Brontë	born
Emily Brontë	author
Anne Brontë	writer
Charles Dickens	born
Portsmouth	city
HMS Victory	oldest
HMS Warrior	battleship
Mary Rose	ship
Mutiny on the Bounty	become
Lady Jane Grey	born
Tower of London	ancient
Anne Boleyn	second
Mona Lisa	sixthteenth
Britney Spears	singer
Cardiff	capital
Venice	city
Naples	southern
Florence	capital
Milan	city
Cornwall	county
Tintagel Castle	county
Sarah Michelle Gellar	actress
Julia Roberts	actress
Angelina Jolie	award
Grace Kelly	actress
Elizabeth Taylor	actress
Hilary Swank	actress
Nana Visitor	actress
Alexander Siddig	actor
Eiffel Tower	famous
Louvre	museum
Venus de Milo	ancient
Aphrodite	goddess
Minerva	goddess
Athena	goddess
Nagano	city
Barcelona	city
Denise Lewis	athlete
Vikings	people
Bronze Age	prehistoric
Olympic Games	event
Iron Age	time
Entertainment	game
Sulfur	chemical
Aluminium	chemical
Drawing	making
Texas	second
Prussia	land
Apocrypha	texts
Understanding	realize
Sodium	chemical
Dice	objects
British Isles	group
Algeria	country
George Washington	from
Abraham Lincoln	between
Calvin Coolidge	between
John Adams	second
Reward and punishment	idea
Moral purchasing	when
Creating	things
Flaying	form
Rice	type
Yoga	discipline
Cattle	animals
Thunder	sound
1	year
2	year
4	year
5	year
6	year
7	year
8	year
9	year
10	year
11	year
12	year
13	year
30	year
40	year
50	year
Ten	number
Position	explain
Arundel Castle	castle
Religious Society of Friends	group
Opposite	that
Direction	imaginary
Starvation	time
Microsoft Word	program
Indigo	made
Violet	seventh
Robert II of France	born
Adelaide of Aquitaine	daughter
Saint Denis Basilica	famous
Gothic architecture	style
Saint Andrew	twelve
March 17	year
Somerset	county
Glastonbury	town
Somerton	town
Bridgwater	town
Taunton	town
Shepton Mallet	town
Wells	city
Tatworth	village
Crewkerne	town
River Tone	river
River Yeo	county
River Adur	river
River Aire	river
River Aln	river
River Alt	river
River Yare	river
River Exe	river
South Cadbury	archaeological
Watchet	harbor
Burnham-on-Sea	town
Cheddar	type
Yatton	village
Backwell	village
Clevedon	town
Weston-super-Mare	town
South Somerset	district
Ankara	capital
Cate Blanchett	actor
Natalie Imbruglia	actress
Alyson Hannigan	actress
Brad Pitt	actor
Jennifer Aniston	actress
Jennifer Love Hewitt	actress
Sigourney Weaver	actress
Audrey Hepburn	actress
God Save the Queen	song
Galatasaray	sports
B	second
C	third
D	fourth
E	fifth
F	sixth
G	letter
H	eighth
J	tenth
K	eleventh
L	twelfth
M	thirteenth
N	fourteenth
O	fifteenth
P	sixteenth
Q	seventeenth
R	eighteenth
S	nineteenth
T	twentieth
U	twenty
V	twenty
W	twenty
X	twenty
Y	twenty
Z	twenty
Heat	form
Shogun	country
Bratislava	capital
Wellington	capital
Biochemistry	study
Sadness	emotion
Microeconomics	science
Cryptography	practice
Tuesday	week
Wednesday	fourth
Thursday	either
Friday	sixth
Saturday	seventh
Laos	short
Yes	word
Amaterasu	mythology
Kinetic energy	energy
Potential energy	form
Adware	program
Gender	commonly
Creative Commons licenses	name
Marshall Islands	island
Wind	moving
Singapore	country
Johannesburg	city
Breakfast	meal
Condensed matter physics	matter
Julius Caesar	military
Sapporo	capital
Hokkaido	northernmost
Hinduism	religion
Hernán Cortés	explorer
Bible study	intensive
Atheism	belief
Hippocrates	doctor
Incommensurability	idea
Harvest	collect
ELISPOT	cells
Aztec	lasted
ELISA	technique
David Hume	philosopher
Starch	complicated
Thomas Hobbes	philosopher
Trevi	town
Building	noun
Powder	pieces
Wood	substance
Chalk	type
Utilitarianism	theory
Chelmsford	town
Gangnihessou	twelve
Tomorrow	day
No	term
Devon	county
Roman alphabet	alphabet
Vapor	mass
Line dancing	dance
Eckernförde	city
Black Hand	officially
Autarky	economy
Bonsai	growing
Ariel Sharon	former
Jameson	famous
Syria	country
Psychology	science
Louisiana	state
Yosa Buson	poet
Checkers	name
Kobe	capital
Oradea	capital
Henry Ford	engineer
George Orwell	writer
Antigua and Barbuda	island
San Marino	smallest
Philippe's	restaurant
Funeral	official
Georgian Uprising of Texel	insurrection
Phrasal verb	name
Carisbrooke Castle	remaining
Atlantis	continent
Asbestos	natural
Diagonal	kind
Kwashiorkor	type
Popocatépetl	active
North Sea	northern
Anne Frank	girl
Jan Peter Balkenende	politician
Tolerance	punishing
Simón Bolívar	military
Pythagorean theorem	theorem
Temperature	cold
Tux	mascot
Mein Kampf	book
Computer graphics	visual
Hand washing	process
Venezuela	country
Saudi Arabia	country
Colombia	country
Artificial intelligence	study
Visual Basic	programming
Booting	what
Tea	drink
Interlingua	words
World	means
Azerbaijan	country
Iron	most
Ptolemy	name
Antonio López de Santa Anna	dictator
Apartheid	word
Dreyfus Affair	biggest
Baseball	teams
Football League Championship	name
Birmingham	city
American Civil War	fought
Tutankhamun	from
Anubis	name
Atum	creator
Esteban Huertas	military
Panama	country
Spanish language	languages
Nahuatl language	language
Czech Republic	country
Karaite Judaism	Judaism
Samba	kind
Chojnów	city
Comics	short
Thanksgiving	holiday
Collision detection	program
Berkeley Software Distribution	system
Jacques Cartier	trader
Vasco da Gama	sailor
Kayseri	city
Iodised salt	table
College	kind
Photographic film	sheet
Ferdinand Magellan	explorer
Henry the Navigator	prince
Concrete	useful
Holy Roman Empire	collection
Friesland	province
Burgundy	historic
Middle Ages	time
Louis Bonaparte	brother
Johan Rudolf Thorbecke	politician
Abdou Diouf	president
Jade	kind
Winter	coldest
Nezahualcoyotl	king
Miguel Hidalgo	priest
Mining	process
Huntingdon Life Sciences	largest
Huntingdon	town
Osaka	third
Hedonism	type
Copper	chemical
University of Florida	university
Iron Man	superhero
Andris Piebalgs	politician
John Belushi	actor
The Blues Brothers	fictional
Arnhem	city
KNIL	abbreviation
Bronbeek	former
David Bowie	born
Puppet state	country
Banana republic	pejorative
Kingdom of Holland	country
Vittorio Emanuele III	king
Ziggy Stardust	fictional
The Spiders From Mars	band
Michael Schumacher	driver
Yokohama	second
Axis countries	countries
Passu	village
Rendsburg	town
Mario Jeckle	computer
Moresnet	territory
December 22	year
Northern Hemisphere	Earth
Messiah	figure
Garden	land
Machu Picchu	town
Mac OS X	name
Soil	combination
Organic	once
3-D	means
Humidity	water
Quantum mechanics	particles
Duisburg	city
Kuopio	city
Feces	body
Catholicism	means
Electricity	Energy
Sailor Moon	anime
Latin America	region
1948	year
1949	year
1950	year
Adolescence	time
KDE	desktop
United Kingdom Independence Party	party
Kent	county
Gavrilo Princip	shot
Independence and Democracy	group
Conservatism	political
Wario Land 4	video
Epistemology	philosophy
Eastern Orthodox Church	church
Lisgar Collegiate Institute	located
Aberdeen	city
Psoriasis	skin
Glasgow	biggest
Grampian	government
Scottish Borders	council
Dumfries and Galloway	region
Fife	region
Highland	government
Lothian	region
Strathclyde	region
Tayside	government
Dundee	city
Oxford	town
Asia Minor	peninsula
Zoroastrianism	religion
Science Olympiad	States
Lemonade	drink
Melting	process
Essex	county
Southend-on-Sea	town
Cumbria	county
Bob Dylan	most
Diana Ross	famous
Enid Blyton	writer
Saint Denis	patron
Sherlock Holmes	character
York	city
North Yorkshire	county
Pig Latin	language
Neopets	website
Daniel Handler	name
Global warming	term
Ammonia	chemical
Millennium Dome	dome
Hotmail	free
Falkland Islands	group
Neil Armstrong	born
Samuel Beckett	born
Vegetarianism	practice
British	object
Terry Gilliam	cartoonist
Ray Charles	musician
Jalisco	state
Ferrari	company
Shanghai	biggest
Johnny Depp	actor
Catalonia	part
Civil engineering	term
Golden Gate Bridge	bridge
Software engineering	designing
Golden Rule	others
Leicester	city
Sherwood Forest	forest
Mount Everest	largest
Luanda	capital
Pepsi	carbonated
March 6	year
Cannibalism	practice
Halloween	countries
Frida Kahlo	painter
Graham Chapman	actor
Michael Palin	actor
Terry Jones	writer
Ralph Steadman	cartoonist
Tunisia	country
1972	leap
Malaysia	tropical
Mickey Mouse	most
Tasmania	island
Donald Sutherland	actor
Robin Hood	folk
Basketball	ball
January 1	calendar
Seth Green	actor
Ashton Kutcher	actor
Thomas Jefferson	third
Tahiti	island
Pat Robertson	evangelist
Hot Press	music
The Doors	rock
Mickey Gilley	country
Jerry Lee Lewis	musician
Maoism	communist
C++	computer
Korean War	fought
John Landis	film
March 21	year
Edith Massey	actress
Ankst	record
October 4	year
February 11	year
Bob Kane	cartoonist
Batman	most
Val Kilmer	actor
Eva Gabor	born
Snoopy	name
John Wilkes Booth	actor
Michael Moore	writer
Hawaiian Punch	name
Light pollution	type
Nintendo	company
São Paulo	capital
DVD	MB
Lebanon	country
Alan Alda	actor
Sally Kellerman	movie
Baghdad	capital
Mediterranean Sea	water
Captain Beefheart	born
The Amanda Show	sketch
Birth	means
Pollution	when
Immunity	being
Inca	civilization
Roman numeral	name
Noah	religious
VH1	television
Cabinet	group
Nickelodeon	television
Cannes	city
Homosexuality	sexual
Ferrocement	both
Paul McCartney	most
Genocide	destroy
Yoko Ono	musician
George Harrison	musician
Ravi Shankar	most
Andes	mountain
Leipzig	biggest
Veal	meat
Evil	anything
1872	leap
Game Boy Advance Video	format
Nazism	political
Pork	meat
Mike Farrell	actor
David Ogden Steirs	actor
Wayne Rogers	television
McLean Stevenson	actor
Friedrich Georg Wilhelm von Struve	astronomer
Helsinki	capital
Jehovah's Witnesses	obey
Madagascar	island
Aerosmith	rock
Brighton	city
Central Intelligence Agency	part
Thomas Dolby	musican
Rio de Janeiro	second
Andrew Jackson	hero
Self-defense	fighting
March 22	year
Dodgeball	sport
1954	year
American Samoa	territory
Disgust	emotion
White	color
French Guiana	province
Nigger	racist
January 3	third
Ralph Nader	attorney
Jamie Farr	actor
Free software	software
Ronald McDonald	clown
John Candy	actor
Erwin Rommel	officer
Fermentation	process
Length	thing
Weight	property
Zimbabwe	country
Monaco	second
Jettingen	village
Sublimation	process
Malcolm McDowell	actor
MAD Magazine	magazine
Will Smith	actor
Tonbridge	town
Inverness	city
King Arthur	legendary
Compact Disc	flat
Maidstone	town
The Corrs	folk
Aaron	biblical
Paula Abdul	singer
Douglas Adams	writer
Tom Arnold	actor
Dave Attell	comedian
Karel Appel	painter
Riga	capital
Pope John Paul II	born
Marvel Comics	company
Nuclear fission	when
The Fantastic Four	team
Bob Barker	host
Connect Four	game
Nintendo DS	third
Sam Neill	actor
March 18	year
Notepad	word
Jay Leno	comedian
Nunavut	territory
Richard Attenborough	movie
Robin Williams	actor
Bamboo	name
Trojan War	greatest
Windows Media Player	digital
Jurassic Park III	motion
Michael Crichton	author
Meher Baba	spiritual
Design	visual
Salvation Army	organization
London Underground	system
Embryo	stage
Synesthesia	what
Stanley Kubrick	film
Kyoto Protocol	plan
Jack Nicholson	actor
January 4	third
Autism	problem
Namibia	country
Lewis Carroll	name
Belize	country
Michael Landon	actor
Steel	mixture
Luftwaffe	name
The Velvet Underground	rock
Jyväskylä	capital
Alfred Hitchcock	film
Black comedy	style
Olivine	mineral
March 7	year
Belarus	country
Steam	name
German Democratic Republic	commonly
Netball	sport
March 4	year
Merchant marine	term
FreeBSD	operating
Garry Marshall	influential
Johnny Weissmuller	swimmer
Priscilla Presley	actress
Drunkenness	state
Canada Dry	company
Ginger ale	soft
Shaving	removing
Hygiene	being
Vauxhall Astra	produced
Ford Ka	made
Tower Bridge	bridge
Steven Spielberg	movie
Salvador Allende	physician
Authority	ability
Golan Heights	land
Cambodia	country
1600	year
Sikkim	smallest
Spelling bee	spoken
Birth control	contraception
Dresden	capital
Free will	theory
March 3	year
Irrigation	when
Glastonbury Festival	music
War communism	policies
Foreign aid	when
Hydroelectricity	electricity
Mallaig	town
Cramlington	town
Belfast	capital
Dungeness	place
Reality	anything
Archimedes	scientist
Radio	machine
Vandalism	destroying
IGN	website
The Game of Life	board
Gretchen Wilson	country
Prague	capital
Care Bears	franchise
Bolzano	capital
Mary Wollstonecraft	philosopher
Isle of Wight	island
Alzheimer's disease	disease
Elaine Paige	actress
Marti Webb	actress
Tim Rice	songwriter
March 8	year
Molière	actor
Sealand	country
Sticky note	edge
Pixar	animation
Fibonacci	famous
Richard Stallman	founder
Isaac Asimov	writer
March 5	year
March 24	year
June 4	year
February 24	year
Bedfordshire	county
March 26	year
March 20	year
The Ugly Duckling	fairy
Rutland	smallest
The Carpenters	musical
Jerry Reed	country
1990	year
Bee Gees	singing
Improverts	improvised
Taipei 101	building
February 4	year
Sergio Aragonés	cartoonist
Lisa Bonet	actress
Tobacco	plant
Jerusalem	capital
Rocky Mountains	range
Brooklyn	boroughs
Watergate scandal	when
Cyan	color
Purple	color
La Liga Filipina	organization
March 31	year
The Who	rock
Led Zeppelin	rock
Closed source	software
Islington	district
Aubrey Beardsley	illustrator
Mae West	actress
Lenny Bruce	comedian
Kimchi	food
Manslaughter	word
Bangkok	capital
Silicosis	disease
Torquay	resort
Andrew Sachs	actor
Skagerrak	northern
Kattegat	northern
Baltic Sea	northern
Scandinavia	peninsula
Marriage	union
Topography	description
Bornholm	rocky
Budapest	capital
Kuwait	country
Tiny Tim	singer
Tourism	industry
Berkshire	county
Buckinghamshire	county
1813	year
Dominica	nation
Popeye	most
Astrophysics	study
Word order	part
Ohio	states
Newell Convers Wyeth	painter
Arachnology	science
Alabama	state
Arizona	state
Bolivia	country
Massachusetts	state
Trossingen	town
The Smurfs	fictional
Istanbul	largest
ABBA	after
Gregg Allman	rock
Allman Brothers Band	band
London Borough of Hackney	north
John Frost Bridge	bombed
Vengaboys	music
Pope Benedict XVI	born
Subsistence agriculture	kind
Electric charge	basic
Silversword	grows
Sopron	city
Sumo	sport
Erfurt	capital
Magdeburg	capital
Romance languages	language
Stellar evolution	study
Genetics	study
Church Square Park	park
Supply	amount
Demand	much
Encyclopædia Britannica	famous
Ice hockey	sport
Ashford	town
Magnesium	element
Dan Brown	author
Thurso	town
Penzance	town
January 17	calendar
Antoni Grabowski	chemical
Fire	reaction
Göran Persson	minister
Jane Fonda	actress
Degree	means
Seoul	capital
Organic chemistry	chemistry
March 16	year
Clint Eastwood	movie
Disneyland	name
Superhuman	something
Peugeot	company
Calais	commune
False	untrue
Marine biology	study
President of Russia	political
Silvio Berlusconi	politician
Burundi	country
Espoo	second
Love	feeling
Graphics	visual
Nudity	nakedness
Algiers	capital
Arles	city
Daily Mail	newspaper
Rhineland-Palatinate	states
Rhine River	length
Sugar	something
Canterbury	city
Huddersfield	town
January 2	second
Eyeglasses	frame
Goa	state
Second language	language
Ido	planned
Victim	term
Magic	mean
Hitchhiking	way
Copyright infringement	way
Beirut	capital
Nancy Ajram	singer
Fairuz	singer
Moses	leader
Canaan	ancient
Cotopaxi	volcano
Israelite	term
January 16	year
Bali	island
Round	word
United Russia	political
Jaguar	feline
Quartz	type
Pink Floyd	rock
Ted Cassidy	actor
Aileen Wuornos	serial
January 26	year
February 15	year
February 25	year
February 26	year
February 27	year
February 28	year
March 1	year
March 2	year
March 9	year
March 10	year
March 30	year
March 27	year
March 25	year
March 23	year
March 19	year
March 15	year
March 14	year
March 13	year
March 12	year
March 11	year
April 3	year
Transgender	gender
August 27	year
Noon	time
24-hour clock	method
Fifth Avenue	street
Yarm	town
Ulster Volunteer Force	paramilitary
1898	year
Spanish-American War	fought
Minesweeper	game
Fishing	getting
Confederate States of America	country
Fiji	country
Fijian language	language
Fountain of Youth	legendary
Ho Chi Minh City	city
Apricot	drupe
Tonga	country
Filippo Azzaiolo	composer
Torah	word
2010s	decade
Welsh language	ancient
Hesse	state
Schleswig-Holstein	northernmost
Thailand	country
1919	normal
Caffeine	drug
Brown	color
Yoda	character
Magenta	color
The Monkees	rock
Abu Dhabi	emirates
The Rolling Stones	band
Black Sabbath	heavy
Koblenz	city
Elbe	waterways
Danube	second
Weser	river
Suicide	when
Balkans	historic
Shropshire	county
Kermit the Frog	created
Cotton	fiber
Windows 1.0	environments
Eminem	famous
Sexual intercourse	what
Guatemala	country
Tenochtitlan	massive
Malleability	property
Potsdam	city
Bremen	city
Wiesbaden	city
Hanover	city
Düsseldorf	city
Mainz	city
Kiel	city
Fred Rogers	personality
Explorer	person
Sri Yukteswar Giri	guru
Aleister Crowley	mystic
Karlheinz Stockhausen	composer
WC Fields	comic
Carl Gustav Jung	psychiatrist
Edgar Allan Poe	writer
Game Boy Advance	handheld
Amerie	singer
Ben Stein	attorney
Chinese dragon	mythical
Stevie Wonder	born
Vanilla Ninja	music
Ethiopia	country
Utah	state
The Bahamas	group
Vanuatu	country
Stuff	mass
Crayola	brand
Ringo Starr	musician
Oslo	capital
Lincoln Thompson	reggae
Tom Hanks	actor
Dick York	actor
James Earl Jones	actor
Tony Randall	actor
Maine	northeast
Niuatoputapu	island
Samoa	country
Michael Nesmith	musician
Peter Tork	actor
Micky Dolenz	actor
Francis Drake	sailor
Wank	mountain
1685	year
Vishnu	three
Money laundering	something
Zeus	ruler
Evolutionary biology	biology
Mozilla Firefox	free
1900	year
Louis Braille	inventor
Laws of war	some
Maharashtra	name
Pete Best	drummer
Buenos Aires	capital
